scopus,doi,title,type,year,source,page,volume,reader_count,link,given-name,sur_name,citedby_count,h_index,doc_total,citedby_doc,coauthors_total
2-s2.0-84943554357,10.2308/isys-50969,Continuous Auditing and Monitoring in Practice: Lessons from Metcash's Business Assurance Group,journal,2015,Journal of Information Systems,183-194,29,26,http://www.mendeley.com/research/continuous-auditing-monitoring-practice-lessons-metcashs-business-assurance-group,Catherine Anne,Hardy,1,6,21,176,9
2-s2.0-84952645404,10.1386/tmsd.14.3.227_1,E-administration activities and sustainable management: The case for a multidimensional approach,journal,2015,International Journal of Technology Management and Sustainable Development,227-239,14,1,http://www.mendeley.com/research/eadministration-activities-sustainable-management-case-multidimensional-approach,Laïd,Bouzidi,1,1,8,13,4
2-s2.0-84883142260,10.2753/MIS0742-1222300108,A Test of Two Models of Value Creation in Virtual Communities,journal,2013,Journal of Management Information Systems,261-292,30,107,http://www.mendeley.com/research/test-two-models-value-creation-virtual-communities,Constance,Porter,25,7,7,869,8
2-s2.0-84940528522,10.1080/07421222.2015.1063297,Social Media and Brand Purchase: Quantifying the Effects of Exposures to Earned and Owned Social Media Activities in a Two-Stage Decision Making Model,journal,2015,Journal of Management Information Systems,204-238,32,96,http://www.mendeley.com/research/social-media-brand-purchase-quantifying-effects-exposures-earned-owned-social-media-activities-twost,Karen,Xie,25,8,24,187,27
2-s2.0-51549086549,10.1111/j.1467-8276.2008.01150.x,A principal-agent model for evaluating the economic value of a traceability system: A case study with injection-site lesion control in fed cattle,journal,2008,American Journal of Agricultural Economics,1091-1102,90,29,http://www.mendeley.com/research/principalagent-model-evaluating-economic-value-traceability-system-case-study-injectionsite-lesion-c,Moises A.,Resende-Filho,27,5,20,87,33
2-s2.0-59249097053,10.1080/09585190802528433,High performance work systems in Ireland: Human resource and organizational outcomes,journal,2009,International Journal of Human Resource Management,112-125,20,27,http://www.mendeley.com/research/high-performance-work-systems-ireland-human-resource-organizational-outcomes-10,James P.,Guthrie,66,25,44,2260,52
2-s2.0-84914813393,10.3233/JCS-140500,Obstruction-free authorization enforcement: Aligning security and business objectives,journal,2014,Journal of Computer Security,661-698,22,13,http://www.mendeley.com/research/obstructionfree-authorization-enforcement-aligning-security-business-objectives,David,Basin,10,32,234,3431,150
2-s2.0-84867260955,10.3846/16111699.2011.620171,Integrated assessment of competitive-strategy selection with an analytical network process,journal,2012,Journal of Business Economics and Management,801-831,13,25,http://www.mendeley.com/research/integrated-assessment-competitivestrategy-selection-analytical-network-process,Yun-Huei,Lee,7,5,9,33,7
2-s2.0-80051924863,10.1287/trsc.1110.0368,The Two-Echelon Capacitated Vehicle Routing Problem: Models and Math-Based Heuristics,journal,2011,Transportation Science,364-380,45,119,http://www.mendeley.com/research/twoechelon-capacitated-vehicle-routing-problem-models-mathbased-heuristics,Guido,Perboli,104,14,49,407,41
2-s2.0-40849094256,10.1007/s10845-008-0074-8,A case-based evolutionary model for defect classification of printed circuit board images,journal,2008,Journal of Intelligent Manufacturing,203-214,19,8,http://www.mendeley.com/research/casebased-evolutionary-model-defect-classification-printed-circuit-board-images,Pei-Chann,Chang,19,37,205,3118,150
2-s2.0-84877970239,10.1287/orsc.1120.0758,"Information Technology, Productivity, and Asset Ownership: Evidence from Taxicab Fleets",journal,2013,Organization Science,831-845,24,57,http://www.mendeley.com/research/information-technology-productivity-asset-ownership-evidence-taxicab-fleets,Evan,Rawley,9,5,13,109,9
2-s2.0-80051668337,10.1002/asi.21581,Modeling topic and community structure in social tagging: The TTR-LDA-Community model,journal,2011,Journal of the American Society for Information Science and Technology,1849-1866,62,28,http://www.mendeley.com/research/modeling-topic-community-structure-social-tagging-ttrldacommunity-model,Daifeng,Li,8,7,11,127,26
2-s2.0-84866466544,10.1080/01930826.2012.707951,"The Emergent Information Commons: Philosophy, Models, and 21st Century Learning Paradigms",journal,2012,Journal of Library Administration,518-537,52,102,http://www.mendeley.com/research/emergent-information-commons-philosophy-models-21st-century-learning-paradigms,Donald,Beagle,16,7,17,212,6
2-s2.0-77951520745,10.1080/09511921003643152,Application of concurrent engineering in manufacturing industry,journal,2010,International Journal of Computer Integrated Manufacturing,425-440,23,42,http://www.mendeley.com/research/application-concurrent-engineering-manufacturing-industry-2,Thankachan T.,Pullan,13,5,6,53,2
2-s2.0-84904726163,10.1111/poms.12094,Uniform vs. retailer-specific pricing: Incentive alignment to enhance supply Chain efficiency,journal,2014,Production and Operations Management,1176-1182,23,13,http://www.mendeley.com/research/uniform-vs-retailerspecific-pricing-incentive-alignment-enhance-supply-chain-efficiency,Asoo J.,Vakharia,7,23,60,2077,51
2-s2.0-27644518683,10.1207/s15327590ijhc1901_4,The enhanced restricted focus viewer,journal,2005,International Journal of Human-Computer Interaction,35-54,19,19,http://www.mendeley.com/research/enhanced-restricted-focus-viewer,Peter,Tarasewich,11,12,40,698,28
2-s2.0-84861192863,10.1111/j.1944-8287.2012.01156.x,"Agglomeration, Related Variety, and Vertical Integration",journal,2012,Economic Geography,255-277,88,49,http://www.mendeley.com/research/agglomeration-related-variety-vertical-integration,Giulio,Cainelli,39,17,61,712,35
2-s2.0-66149175458,10.1377/hlthaff.28.2.323,The Kaiser Permanente electronic health record: Transforming and streamlining modalities of care,journal,2009,Health Affairs,323-333,28,209,http://www.mendeley.com/research/kaiser-permanente-electronic-health-record-transforming-streamlining-modalities-care,Catherine,Chen,173,1,1,174,4
2-s2.0-84889862999,10.4102/sajip.v39i2.1151,Inner strategies of coping with operational work amongst SAPS officers,journal,2013,SA Journal of Industrial Psychology,,39,13,http://www.mendeley.com/research/inner-strategies-coping-operational-work-amongst-saps-officers,Masefako A.,Gumani,1,1,4,4,4
2-s2.0-70350127982,10.1080/10580530903017708,Application of the semantic learning approach in the feasibility studies preparation training process,journal,2009,Information Systems Management,231-240,26,20,http://www.mendeley.com/research/application-semantic-learning-approach-feasibility-studies-preparation-training-process,Dimitrios A.,Georgakellos,3,10,28,220,17
2-s2.0-84900505883,10.1111/exsy.12017,A novel two-stage model for cloud service trustworthiness evaluation,journal,2014,Expert Systems,136-153,31,21,http://www.mendeley.com/research/novel-twostage-model-cloud-service-trustworthiness-evaluation,Wenjuan,Fan,11,7,30,107,27
2-s2.0-84896397192,10.1080/00207543.2013.851422,Applying ant colony system algorithm in the navigation process for plastic injection mould manufacturing scheduling optimisation,journal,2014,International Journal of Production Research,2530-2549,52,6,http://www.mendeley.com/research/applying-ant-colony-system-algorithm-navigation-process-plastic-injection-mould-manufacturing-schedu,Wen-Ren,Jong,5,11,91,539,91
2-s2.0-34548502430,10.1080/10580530601082004,IT strategy and innovation: Recent innovations in knowledge management,generic,2007,Information Systems Management,91-93,24,25,http://www.mendeley.com/research/it-strategy-innovation-recent-innovations-knowledge-management-8,William R.,King,18,27,83,2146,26
2-s2.0-84938698752,10.1002/asi.23150,A profile-boosted research analytics framework to recommend journals for manuscripts,journal,2015,Journal of the Association for Information Science and Technology,180-200,66,22,http://www.mendeley.com/research/profileboosted-research-analytics-framework-recommend-journals-manuscripts,Thushari,Silva,1,5,13,50,22
2-s2.0-84868538307,10.1080/00207543.2012.664793,Optimal age-based inspection scheme for condition-based maintenance using A* search algorithm,journal,2012,International Journal of Production Research,7068-7080,50,12,http://www.mendeley.com/research/optimal-agebased-inspection-scheme-conditionbased-maintenance-using-search-algorithm,Hamid Reza,Golmakani,7,10,28,293,16
2-s2.0-84861126801,10.1080/08920753.2012.677636,Multi-method approach to exploring social-ecological dimensions in a Mediterranean suburban beach setting,journal,2012,Coastal Management,301-311,40,24,http://www.mendeley.com/research/multimethod-approach-exploring-socialecological-dimensions-mediterranean-suburban-beach-setting,Amy,Diedrich,3,11,21,378,92
2-s2.0-77956405134,10.1080/1047840X.2010.502557,"Functional aspects of global versus local processing: Relations among the structure and content of goals, counterfactuals, and regrets",journal,2010,Psychological Inquiry,209-212,21,32,http://www.mendeley.com/research/functional-aspects-global-versus-local-processing-relations-among-structure-content-goals-counterfac,Kai,Epstude,1,15,33,865,32
2-s2.0-62149097248,10.1080/07408170802512578,A method for estimating stock-out-based substitution rates by using point-of-sale data,journal,2009,IIE Transactions (Institute of Industrial Engineers),408-420,41,28,http://www.mendeley.com/research/method-estimating-stockoutbased-substitution-rates-using-pointofsale-data,Selçuk,Karabati,5,11,30,386,16
2-s2.0-77957902472,10.1080/09613218.2010.505380,Accommodating innovation in building regulation: Lessons and challenges,journal,2010,Building Research and Information,686-698,38,31,http://www.mendeley.com/research/accommodating-innovation-building-regulation-lessons-challenges,Brian J.,Meacham,13,11,55,297,56
2-s2.0-84871254105,10.1080/00207543.2012.674650,Optimal manufacturing and delivery schedules in a supply chain system of deteriorating items,journal,2013,International Journal of Production Research,798-812,51,23,http://www.mendeley.com/research/optimal-manufacturing-delivery-schedules-supply-chain-system-deteriorating-items,Bingqing,Wu,9,4,7,33,4
2-s2.0-84870587872,10.1287/isre.1110.0362,Reputation and uncertainty in online markets: An experimental study,journal,2012,Information Systems Research,436-452,23,86,http://www.mendeley.com/research/reputation-uncertainty-online-markets-experimental-study,Sarah C.,Rice,23,3,4,39,5
2-s2.0-79960780753,10.1145/1966385.1966387,Continuous nearest-neighbor search in the presence of obstacles,journal,2011,ACM Transactions on Database Systems,Jan-43,36,10,http://www.mendeley.com/research/continuous-nearestneighbor-search-presence-obstacles,Yunjun,Gao,15,14,132,562,150
2-s2.0-77958146597,10.2753/JEC1086-4415150105,Business Network-Based Value Creation in Electronic Commerce,journal,2010,International Journal of Electronic Commerce,113-144,15,112,http://www.mendeley.com/research/business-networkbased-value-creation-electronic-commerce,Robert J.,Kauffman,19,42,285,4460,150
2-s2.0-34548020614,10.1080/17517570601092184,Flood decision support system on agent grid: Method and implementation,journal,2007,Enterprise Information Systems,49-68,1,16,http://www.mendeley.com/research/flood-decision-support-system-agent-grid-method-implementation,J.,Luo,64,5,23,178,25
2-s2.0-84940452031,10.1080/00220388.2015.1010156,"Why Don’t You Register Your Child? A Study of Attitudes and Factors Affecting Birth Registration in Kenya, and Policy Suggestions",journal,2015,Journal of Development Studies,881-904,51,13,http://www.mendeley.com/research/dont-register-child-study-attitudes-factors-affecting-birth-registration-kenya-policy-suggestions,Matthew,Pelowski,4,7,29,130,45
2-s2.0-39349094528,10.1061/(ASCE)0733-9372(2008)134:3(200),Making Asset Investment Decisions for Wastewater Systems That Include Sustainability,journal,2008,Journal of Environmental Engineering,200-209,134,62,http://www.mendeley.com/research/making-asset-investment-decisions-wastewater-systems-include-sustainability,Richard,Ashley,36,25,163,1389,150
2-s2.0-84883713718,10.1080/08832323.2010.505254,Teaching Higher Order Thinking in the Introductory MIS Course: A Model-Directed Approach,journal,2011,Journal of Education for Business,208-213,86,31,http://www.mendeley.com/research/teaching-higher-order-thinking-introductory-mis-course-modeldirected-approach,Shouhong,Wang,4,19,87,922,15
2-s2.0-34547409379,10.1145/1278201.1278204,Modeling the IT value paradox,journal,2007,Communications of the ACM,41-45,50,55,http://www.mendeley.com/research/modeling-it-value-paradox,Matt E.,Thatcher,25,11,25,438,18
2-s2.0-27644437570,10.1207/s15327590ijhc1901_5,Issues in building multiuser interfaces,journal,2005,International Journal of Human-Computer Interaction,55-74,19,14,http://www.mendeley.com/research/issues-building-multiuser-interfaces,V. Srinivasan,Rao,6,8,30,397,30
2-s2.0-84899743457,10.1080/07370024.2013.819198,Heuristics for evaluating IT security management tools,journal,2014,Human-Computer Interaction,311-350,29,114,http://www.mendeley.com/research/heuristics-evaluating-it-security-management-tools,Pooya,Jaferian,10,6,11,80,17
2-s2.0-84918586144,10.1287/opre.2014.1318,The Value of Stochastic Modeling in Two-Stage Stochastic Programs with Cost Uncertainty,journal,2014,Operations Research,1377-1393,62,19,http://www.mendeley.com/research/value-stochastic-modeling-twostage-stochastic-programs-cost-uncertainty,Erick,Delage,6,8,22,509,22
2-s2.0-84959246069,10.1287/isre.2015.0571,Analyzing software as a service with per-transaction charges,journal,2015,Information Systems Research,360-378,26,45,http://www.mendeley.com/research/analyzing-software-service-pertransaction-charges,Dan,Ma,3,8,26,165,16
2-s2.0-33646370999,10.1287/mnsc.1050.0475,A Note on Feedback Sequential Equilibria in a Lanchester Model with Empirical Application,journal,2006,Management Science,804-811,52,21,http://www.mendeley.com/research/note-feedback-sequential-equilibria-lanchester-model-empirical-application,Michèle,Breton,19,13,60,482,39
2-s2.0-77951096896,10.1080/00207540903565014,Radio frequency identification system optimisation models for lifecycle of a durable product,journal,2010,International Journal of Production Research,2699-2721,48,25,http://www.mendeley.com/research/radio-frequency-identification-system-optimisation-models-lifecycle-durable-product,Mojahid Saeed,Osman,10,4,18,32,11
2-s2.0-60549101576,10.1377/hlthaff.25.w555,Two nations achieve a high level of primary care information technology (IT) interoperability: An introduction to a series comparing Denmark and New Zealand's IT and health care,magazine_article,2008,Informatics in Primary Care,179-181,16,20,http://www.mendeley.com/research/two-nations-achieve-high-level-primary-care-information-technology-it-interoperability-introduction,Pauline,Lockhart,3,4,5,295,15
2-s2.0-77955162485,10.1002/kpm.349,Knowledge sharing and decision making in the peace corps,journal,2010,Knowledge and Process Management,128-144,17,10,http://www.mendeley.com/research/knowledge-sharing-decision-making-peace-corps,Engels,Gilbert,4,1,1,4,2
2-s2.0-79954606497,10.1089/cyber.2009.0236,Applying the Expectancy Disconfirmation and Regret Theories to Online Consumer Behavior,journal,2011,"Cyberpsychology, Behavior, and Social Networking",241-246,14,67,http://www.mendeley.com/research/applying-expectancy-disconfirmation-regret-theories-online-consumer-behavior,Chechen,Liao,21,15,39,1162,39
2-s2.0-34547275897,10.1007/s10479-007-0184-2,The representation of conditional relative importance between criteria,journal,2007,Annals of Operations Research,93-122,154,11,http://www.mendeley.com/research/representation-conditional-relative-importance-between-criteria,Christophe,Labreuche,17,16,81,759,45
2-s2.0-79951875568,10.1287/mnsc.1100.1279,“I Think You Think I Think You're Lying”: The Interactive Epistemology of Trust in Social Networks,journal,2011,Management Science,393-412,57,112,http://www.mendeley.com/research/i-think-think-i-think-youre-lying-interactive-epistemology-trust-social-networks,Mihnea C.,Moldoveanu,18,11,24,809,10
2-s2.0-34547297312,10.1002/asi.20613,Investigating and modeling metadata use to support information architecture development in the statistical knowledge network,journal,2007,Journal of the American Society for Information Science and Technology,1267-1284,58,14,http://www.mendeley.com/research/investigating-modeling-metadata-support-information-architecture-development-statistical-knowledge-n-8,Carol A.,Hert,5,8,21,240,40
2-s2.0-18844425509,10.1111/j.1468-2370.2005.00105.x,Performance measurement systems in SMEs: A review for a research agenda,journal,2005,International Journal of Management Reviews,25-47,7,160,http://www.mendeley.com/research/performance-measurement-systems-smes-review-research-agenda-14,Patrizia,Garengo,228,16,21,806,28
2-s2.0-84873356507,10.1061/(ASCE)ME.1943-5479.0000066,IOP Tool: Assessing the Benefits and Hindrances of Information Integration Implementation Opportunities,journal,2012,Journal of Management in Engineering,160-169,28,11,http://www.mendeley.com/research/iop-tool-assessing-benefits-hindrances-information-integration-implementation-opportunities,Youngcheol,Kang,2,8,26,138,35
2-s2.0-33646193913,10.1061/(ASCE)0733-9364(2006)132:5(508),Using GPS to Measure the Impact of Construction Activities on Rural Interstates,journal,2006,Journal of Construction Engineering and Management,508,132,15,http://www.mendeley.com/research/using-gps-measure-impact-construction-activities-rural-interstates,Camilo,Garcia,3,2,2,9,5
2-s2.0-34249847028,10.1080/10919390701291067,Understanding personal web usage in organizations,journal,2007,Journal of Organizational Computing and Electronic Commerce,75-99,17,22,http://www.mendeley.com/research/understanding-personal-web-usage-organizations,Younghwa,Lee,22,13,23,778,15
2-s2.0-77951023144,10.1007/s11129-009-9079-7,A nearly perfect market? Differentiation vs. price in consumer choice,journal,2010,Quantitative Marketing and Economics,Jan-33,8,22,http://www.mendeley.com/research/nearly-perfect-market-differentiation-vs-price-consumer-choice,Erik,Brynjolfsson,36,38,81,9256,80
2-s2.0-77951074792,10.1080/01972240903423329,Expanding the possibilities of deliberation: The use of data mining for strengthening democracy with an application to education reform,journal,2010,Information Society,16-Jan,26,26,http://www.mendeley.com/research/expanding-possibilities-deliberation-data-mining-strengthening-democracy-application-education-refor,Juan D.,Velásquez,4,14,89,445,66
2-s2.0-84977074733,10.1111/j.1470-6431.2009.00785.x,New challenges in professional cleaning: Hygiene quality and monitoring of surfaces in private domestic homes,journal,2009,International Journal of Consumer Studies,396-406,33,9,http://www.mendeley.com/research/new-challenges-professional-cleaning-hygiene-quality-monitoring-surfaces-private-domestic-homes,Erja,Toiviainen-Laine,5,1,2,5,3
2-s2.0-33746678011,10.1111/j.1475-4932.2006.00334.x,Ranking Australian economics departments by research productivity,conference_proceedings,2006,Economic Record,,82,6,http://www.mendeley.com/research/ranking-australian-economics-departments-research-productivity,Frank,Neri,17,4,8,71,7
2-s2.0-30344431819,10.1002/pam.20160,The effectiveness of regulatory disclosure policies,journal,2006,Journal of Policy Analysis and Management,155-181,25,105,http://www.mendeley.com/research/effectiveness-regulatory-disclosure-policies,David,Weil,123,33,63,8333,40
2-s2.0-84955131227,10.1287/opre.2015.1424,Robustness to Dependency in Portfolio Optimization Using Overlapping Marginals,journal,2015,Operations Research,1468-1488,63,10,http://www.mendeley.com/research/robustness-dependency-portfolio-optimization-using-overlapping-marginals,Xuan Vinh,Doan,4,4,10,86,11
2-s2.0-84890078684,10.1080/07359683.2013.847338,On Reducing Information Asymmetry in U.S. Health Care,journal,2013,Health Marketing Quarterly,379-398,30,17,http://www.mendeley.com/research/reducing-information-asymmetry-health-care,Oswald A. J.,Mascarenhas,2,8,19,317,14
2-s2.0-84858431538,10.1061/(ASCE)CO.1943-7862.0000415,Last Planner Control System Applied to a Chemical Plant Construction,journal,2012,Journal of Construction Engineering and Management,287-293,138,22,http://www.mendeley.com/research/last-planner-control-system-applied-chemical-plant-construction,A.,Nieto-Morote,7,5,7,239,3
2-s2.0-33750171820,10.1002/bdm.525,Isolation effects and the neglect of indirect effects of fiscal policies,journal,2006,Journal of Behavioral Decision Making,289-302,19,15,http://www.mendeley.com/research/isolation-effects-neglect-indirect-effects-fiscal-policies,Edward J.,Mccaffery,19,11,19,224,5
2-s2.0-43649099059,10.1111/j.1540-5915.2008.00189.x,The effects of process and outcome similarity on users' evaluations of decision aids,journal,2008,Decision Sciences,175-211,39,55,http://www.mendeley.com/research/effects-process-outcome-similarity-users-evaluations-decision-aids,Sameh,Al-Natour,36,5,13,303,7
2-s2.0-33745215856,10.1111/j.1468-0394.2005.00309.x,Design of a case-based logistics strategy system - An integrated approach: Article,journal,2005,Expert Systems,173-192,22,11,http://www.mendeley.com/research/design-casebased-logistics-strategy-system-integrated-approach-article,Harry K.H.,Chow,3,13,28,699,41
2-s2.0-45449086241,10.1145/1349026.1349044,A risk profile of offshore-outsourced development projects,journal,2008,Communications of the ACM,89-94,51,65,http://www.mendeley.com/research/risk-profile-offshoreoutsourced-development-projects,Charalambos L.,Iacovou,93,10,20,1652,11
2-s2.0-78650611354,10.1080/00207543.2010.518743,Agent-based Smart Gateway for RFID-enabled real-time wireless manufacturing,journal,2011,International Journal of Production Research,1337-1352,49,65,http://www.mendeley.com/research/agentbased-smart-gateway-rfidenabled-realtime-wireless-manufacturing,Yingfeng,Zhang,52,21,133,945,150
2-s2.0-84920590731,10.1080/10580530.2015.983021,Determining Anxieties in Relation to Ambient Intelligence—Explorative Findings from Hospital Settings,journal,2015,Information Systems Management,60-71,32,8,http://www.mendeley.com/research/determining-anxieties-relation-ambient-intelligenceexplorative-findings-hospital-settings,Markus,Bick,1,7,66,143,81
2-s2.0-84930413406,10.1111/deci.12138,Keep Your Friends Close? Supply Chain Design and Disruption Risk,journal,2015,Decision Sciences,491-526,46,107,http://www.mendeley.com/research/keep-friends-close-supply-chain-design-disruption-risk,Marco,Habermann,10,3,6,22,10
2-s2.0-80053414203,10.1080/0951192X.2011.608726,NESIS: A neutral schema for a web-based simulation model exchange service across heterogeneous simulation software,journal,2011,International Journal of Computer Integrated Manufacturing,948-969,24,5,http://www.mendeley.com/research/nesis-neutral-schema-webbased-simulation-model-exchange-service-across-heterogeneous-simulation-soft,Ju Yeon,Lee,7,8,24,179,38
2-s2.0-38749153244,10.1111/j.1365-2575.2007.00282.x,The beginnings of a new era: Time to reflect on 17 years of the ISJ,journal,2008,Information Systems Journal,21-May,18,85,http://www.mendeley.com/research/beginnings-new-era-time-reflect-17-years-isj,David E,Avison,58,21,141,2310,80
2-s2.0-20444462384,10.1002/asi.20178,"An evaluation of novice end-user computing performance: Data modeling, query writing, and comprehension",journal,2005,Journal of the American Society for Information Science and Technology,843-853,56,21,http://www.mendeley.com/research/evaluation-novice-enduser-computing-performance-data-modeling-query-writing-comprehension,H. C.,Chan,12,18,92,1703,75
2-s2.0-84908204809,10.1080/00207543.2014.942012,Product configuration: A review of the state-of-the-art and future research,journal,2014,International Journal of Production Research,6381-6398,52,47,http://www.mendeley.com/research/product-configuration-review-stateoftheart-future-research-2,Linda L.,Zhang,27,7,47,173,36
2-s2.0-78049465363,10.1111/j.1530-9290.2010.00281.x,Industrial ecology 2.0,journal,2010,Journal of Industrial Ecology,707-726,14,93,http://www.mendeley.com/research/industrial-ecology-20,Chris,Davis,24,7,22,209,61
2-s2.0-77956901751,10.1080/09511921003699824,Spatial design for continuous improvement: The case study of three manufacturing companies,journal,2010,International Journal of Computer Integrated Manufacturing,791-805,23,16,http://www.mendeley.com/research/spatial-design-continuous-improvement-case-study-three-manufacturing-companies-5,J. Andersson,Schaeffer,5,2,8,10,7
2-s2.0-84950240906,10.1215/03616878-3161174,"Explaining Large-Scale Policy Change in the Turkish Health Care System: Ideas, Institutions, and Political Actors: Table 1",journal,2015,"Journal of Health Politics, Policy and Law",971-999,40,16,http://www.mendeley.com/research/explaining-largescale-policy-change-turkish-health-care-system-ideas-institutions-political-actors-t,Tuba I.,Agartan,6,3,5,31,2
2-s2.0-84858794162,10.1002/bse.731,Company Characteristics and Environmental Policy,journal,2012,Business Strategy and the Environment,236-247,21,28,http://www.mendeley.com/research/company-characteristics-environmental-policy-3,Despina,Galani,17,3,7,27,8
2-s2.0-84905740365,10.1007/s40171-013-0050-9,Identification and evaluation of supply chain flexibilities in indian FMCG Sector Using DEMATEL,journal,2014,Global Journal of Flexible Systems Management,91-100,15,19,http://www.mendeley.com/research/identification-evaluation-supply-chain-flexibilities-indian-fmcg-sector-using-dematel,Rohit Kumar,Singh,5,4,11,34,12
2-s2.0-81955167919,10.1007/s10843-011-0080-3,Best practice network business model for internationalization of small and medium enterprises,journal,2011,Journal of International Entrepreneurship,299-315,9,95,http://www.mendeley.com/research/best-practice-network-business-model-internationalization-small-medium-enterprises,Behrouz,Zarei,4,8,39,250,46
2-s2.0-84912029307,10.1007/s10845-012-0728-4,A self-evolving artificial immune system II with T-cell and B-cell for permutation flow-shop problem,journal,2014,Journal of Intelligent Manufacturing,1257-1270,25,8,http://www.mendeley.com/research/selfevolving-artificial-immune-system-ii-tcell-bcell-permutation-flowshop-problem,Meng-Hui,Chen,12,6,16,63,24
2-s2.0-60349116778,10.1002/sres.925,A conceptual model for designing adaptive human-computer interfaces using the living systems theory,journal,2009,Systems Research and Behavioral Science,15-27,26,5,http://www.mendeley.com/research/conceptual-model-designing-adaptive-humancomputer-interfaces-using-living-systems-theory-1,E.,Letsu-Dake,4,3,17,25,21
2-s2.0-47049086797,10.1080/08982110802178972,Solving multiresponse optimization problems using quality function-based robust design,journal,2008,Quality Engineering,346-360,20,9,http://www.mendeley.com/research/solving-multiresponse-optimization-problems-using-quality-functionbased-robust-design-1,Jami,Kovach,19,9,55,202,45
2-s2.0-84988001276,10.1287/opre.2014.1313,Economical Graph Discovery,journal,2014,Operations Research,1236-1246,62,14,http://www.mendeley.com/research/economical-graph-discovery,Noga,Alon,1,62,616,12486,150
2-s2.0-49949099864,10.1509/jmkr.45.4.425,"Listening to Strangers: Whose Responses Are Valuable, How Valuable Are They, and Why?",journal,2008,Journal of Marketing Research,425-436,45,179,http://www.mendeley.com/research/listening-strangers-whose-responses-valuable-valuable,Allen M.,Weiss,87,10,12,853,16
2-s2.0-68949106079,10.1111/j.1740-8784.2008.00107.x,Employment and market innovation in Chinese business group affiliated firms: The role of group control systems,journal,2008,Management and Organization Review,225-256,4,43,http://www.mendeley.com/research/employment-market-innovation-chinese-business-group-affiliated-firms-role-group-control-systems-5,Robert E.,White,26,4,5,141,8
2-s2.0-84947492862,10.1080/14783363.2014.929232,Standardisation of quality and reliability tests in the auto-parts industry: a structured approach concerning thermal systems,journal,2015,Total Quality Management and Business Excellence,1269-1281,26,7,http://www.mendeley.com/research/standardisation-quality-reliability-tests-autoparts-industry-structured-approach-concerning-thermal,Fiorenzo,Franceschini,2,21,133,1138,39
2-s2.0-71149105048,10.1145/1610252.1610282,Power and trust in global virtual teams,journal,2009,Communications of the ACM,113,52,128,http://www.mendeley.com/research/power-trust-global-virtual-teams,Niki,Panteli,13,13,51,651,59
2-s2.0-84871589681,10.1287/isre.1120.0420,"Network neutrality and congestion sensitive content providers: Implications for content variety, broadband investment, and regulation",journal,2012,Information Systems Research,1303-1321,23,63,http://www.mendeley.com/research/network-neutrality-congestion-sensitive-content-providers-implications-content-variety-broadband-inv,Jan,Krämer,35,8,28,167,42
2-s2.0-60349120790,10.1002/sres.927,User readiness for IS development: An examination of 50 cases,journal,2009,Systems Research and Behavioral Science,49-61,26,19,http://www.mendeley.com/research/user-readiness-development-examination-50-cases,Myron,Sheu,4,2,8,13,9
2-s2.0-84943810682,10.3233/IFS-141178,Study on BIM-based construction project cost and schedule risk early warning,journal,2015,Journal of Intelligent and Fuzzy Systems,469-477,29,16,http://www.mendeley.com/research/study-bimbased-construction-project-cost-schedule-risk-early-warning-2,Chengshuang,Sun,6,5,27,77,40
2-s2.0-84908535278,10.1287/orsc.2013.0894,"Justification and Interlaced Knowledge at ATLAS, CERN",journal,2014,Organization Science,1579-1608,25,70,http://www.mendeley.com/research/justification-interlaced-knowledge-atlas-cern,Philipp,Tuertscher,13,4,9,242,11
2-s2.0-46249133300,10.1145/1364782.1364797,Beyond relational databases,journal,2008,Communications of the ACM,52,51,22,http://www.mendeley.com/research/beyond-relational-databases-1,Margo,Seltzer,23,23,69,1545,150
2-s2.0-33745182848,10.1145/1113034.1113035,The metadata enigma,journal,2006,Communications of the ACM,88-94,49,48,http://www.mendeley.com/research/metadata-enigma,Ganesan,Shankaranarayanan,34,12,48,394,22
2-s2.0-84859115461,10.1002/hrm.21466,"Training older workers: Lessons learned, unlearned, and relearned from the field of instructional design",journal,2012,Human Resource Management,281-298,51,35,http://www.mendeley.com/research/training-older-workers-lessons-learned-unlearned-relearned-field-instructional-design,Shahron,Williams van Rooij,10,4,9,63,6
2-s2.0-84867030596,10.1111/j.1539-6924.2012.01798.x,Foundational Issues in Risk Assessment and Risk Management,journal,2012,Risk Analysis,1647-1656,32,96,http://www.mendeley.com/research/foundational-issues-risk-assessment-risk-management-7,Terje,Aven,50,42,297,3343,135
2-s2.0-84859293690,10.1111/j.1540-4609.2011.00342.x,Applying the International Medical Graduate Program Model to Alleviate the Supply Shortage of Accounting Doctoral Faculty,journal,2012,Decision Sciences Journal of Innovative Education,271-294,10,6,http://www.mendeley.com/research/applying-international-medical-graduate-program-model-alleviate-supply-shortage-accounting-doctoral,Hassan R.,Hassabelnaby,1,8,12,197,20
2-s2.0-19744372039,10.1007/s10207-004-0064-6,Techniques for improving the security and manageability of IPsec policy,journal,2005,International Journal of Information Security,209-226,4,6,http://www.mendeley.com/research/techniques-improving-security-manageability-ipsec-policy,Jonathan,Trostle,7,5,13,66,16
2-s2.0-84878715752,10.1080/0740817X.2012.723839,Statistical process control for multistage processes with binary outputs,journal,2013,IIE Transactions (Institute of Industrial Engineers),1008-1023,45,8,http://www.mendeley.com/research/statistical-process-control-multistage-processes-binary-outputs,Yanfen,Shang,13,4,11,68,16
