,doi,id,title,type,year,authors,source,pages,volume,reader_count
9307,10.1002/asi.21553,4b59e62a-e17e-3915-ae7f-5cd4b0dcc444,Analysis of public library users' digital preservation practices,journal,2011.0,"(Andrea J., Copeland)",Journal of the American Society for Information Science and Technology,1288-1300,62,18
9308,10.1007/s11235-011-9421-8,dd4b1e5c-3cc1-35e7-bb4e-2bbcdd8ac762,An efficient group key management protocol using code for key calculation: CKC,journal,2012.0,"(Melisa, Hajyvahabzadeh)",Telecommunication Systems,115-123,51,3
9309,10.1080/00207543.2012.757669,c436b143-e352-3b05-9ddb-b15d2e423358,Process comprehension for shopfloor manufacturing knowledge reuse,journal,2013.0,"(Xianzhi, Zhang)",International Journal of Production Research,7405-7419,51,39
9310,10.1109/TSE.2010.91,345e5ea8-06fa-3d2c-b1f8-65a4fffeb4b0,Work item tagging: Communicating concerns in collaborative software development,journal,2012.0,"(Christoph, Treude)",IEEE Transactions on Software Engineering,19-34,38,75
9311,10.1080/09511920601182217,0b8abd64-608c-3b18-ba52-71aebe01851c,A review of localization algorithms for distributed wireless sensor networks in manufacturing,journal,2009.0,"(F., Franceschini)",International Journal of Computer Integrated Manufacturing,698-716,22,20
9312,10.1145/2596628,4b0795f3-405a-3243-a5c0-ca696842eb5f,A primer on provenance,journal,2014.0,"(Lucian, Carata)",Communications of the ACM,52-60,57,55
9313,10.1145/1859204.1859215,f810b8bc-5e25-3abe-8d22-1c3b314e1fd9,The coming African tsunami of information insecurity,journal,2010.0,"(Seymour, Goodman)",Communications of the ACM,24,53,29
9314,10.1080/09511920701567770,ba10ecdb-4567-3d2e-95b4-4a8952b2ce6d,Requirements on unique identifiers for managing product lifecycle information: Comparison of alternative approaches,conference_proceedings,2007.0,"(K., Främling)",International Journal of Computer Integrated Manufacturing,715-726,20,30
9315,10.1080/08920750902851625,4330c664-6e87-33a8-8623-8ba159929d78,"Information diffusion in two marine protected area networks in the Central Visayas Region, Philippines",journal,2009.0,"(Diana, Pietri)",Coastal Management,331-348,37,59
9316,10.1111/j.1467-8276.2005.00762.x,6197a6a6-95f6-3908-b3ed-58693725a619,Forms of scale curves and differential inverse demand systems,journal,2005.0,"(Toshinobu, Matsuda)",American Journal of Agricultural Economics,786-795,87,6
9317,10.1111/j.1748-8583.2009.00108.x,31b5a508-035f-3985-8973-6e7ada2c01fc,Diffusion of innovations and the theory of planned behavior in information systems research: A metaanalysis,journal,2014.0,"(Fred K., Weigel)",Communications of the Association for Information Systems,619-636,34,43
9318,10.1111/poms.12080,9561ee66-66ac-3b77-b612-0fdf09df97be,Optimal policies for perishable products when transportation to export market is disrupted,journal,2014.0,"(Xiaoqiang, Cai)",Production and Operations Management,907-923,23,33
9319,10.3991/ijac.v8i1.3602,5277bb45-c810-37d7-85fa-c49ed8324948,The Use of Information and Communication Technologies in Organizational Learning Practices: A Research Study in an Innovation-oriented Portuguese Organization,journal,2015.0,"(Sara, Petiz)",International Journal of Advanced Corporate Learning (iJAC),4,8,1
9320,10.2478/v10088-009-0003-z,34464ce5-c5a7-3298-89eb-5d94c48a7140,The Study of the Improvement of Administration Quality in Colleges,journal,2009.0,"(Juozas, Ruževičius)",Issues of Business and Law,19-31,1,2
9321,10.1080/10447310802546708,ff86bbe1-d722-359e-8667-dbb67cbd0636,Exploring the value of usability feedback formats,journal,2009.0,"(Mie, Nørgaard)",International Journal of Human-Computer Interaction,49-74,25,40
9322,10.3722/cadaps.2009.493-499,57c4d77c-b5b5-397f-860e-0ef006a46e42,Digital preservation of a historical building - The 3d as-built scan of don nan-kuan house,journal,2009.0,"(Naai Jung, Shih)",Computer-Aided Design and Applications,493-499,6,5
9323,10.1002/sres.2180,90b4da92-4721-36db-b995-91d722c663d7,Laissez-Faire or Intervention: A Reflection on Maintaining System Sustainability,journal,2013.0,"(Jian Zhong, Chen)",Systems Research and Behavioral Science,260-271,30,3
9324,10.1111/j.1365-2575.2006.00240.x,554fb967-df3e-3384-9a78-8522e1d5f2d6,Improving requirements elicitation: An empirical investigation of procedural prompts,journal,2007.0,"(Mitzi G., Pitts)",Information Systems Journal,89-110,17,66
9325,10.3233/IFS-141203,d82aa65e-f7cd-3588-9251-f82b07849e7a,Automatic procedures for group decision making with intuitionistic fuzzy preference relations,journal,2014.0,"(Huchang, Liao)",Journal of Intelligent and Fuzzy Systems,2341-2353,27,1
9326,10.1080/00207543.2015.1037935,7fbe5d50-dfa4-3073-a48a-bbad807348f4,Twenty-six years of operations management research (1985-2010): Authorship patterns and research constituents in eleven top rated journals,generic,2015.0,"(Guangzhi, Shang)",International Journal of Production Research,6161-6197,53,29
9327,10.1080/15332860802067748,d8507f9b-41aa-3d0e-96c2-63e1ecfa70ba,The influence of gender on new technology adoption and use-mobile commerce,journal,2008.0,"(Suhong, Li)",Journal of Internet Commerce,270-289,7,34
9328,10.1111/isj.12002,1597a20d-541f-335f-bb86-2b752ef0363b,Time-out/time-in: The dynamics of everyday experiential computing devices,journal,2014.0,"(Mads, Bødker)",Information Systems Journal,143-166,24,73
9329,10.1080/09613218.2014.858927,cca9b340-ae99-39c5-8c00-fd00640ee59d,The ideal of resilient systems and questions of continuity,journal,2014.0,"(Uta, Hassler)",Building Research and Information,158-167,42,31
9330,10.1287/isre.1080.0217,2cd541b0-4ba6-35a9-9c52-0ee852a4e2e2,The interaction between knowledge codification and knowledge-sharing networks,journal,2010.0,"(De, Liu)",Information Systems Research,892-906,21,83
9331,10.1002/asmb.682,90cd731f-f21a-3750-895d-e2bc86f44dac,A periodical replacement model based on cumulative repair-cost limit,journal,2007.0,"(Min Tsai, Lai)",Applied Stochastic Models in Business and Industry,455-464,23,2
9332,10.1080/02642069.2010.504823,0017313d-a2e6-3036-819b-eb3d59a1eb35,Implementation and effectiveness of strategic actions used to reduce customer variability,journal,2011.0,"(Ching Chow, Yang)",Service Industries Journal,527-544,31,28
9333,10.1007/s11235-011-9476-6,d7c90a8d-4e66-3f5d-baca-d0b50d3ed78e,Efficient scheduling algorithms for mixed services in wireless OFDMA system,conference_proceedings,2013.0,"(Yejun, Liu)",Telecommunication Systems,1945-1960,52,6
9334,10.3233/JCS-2009-0383,812ea884-52e5-3bc8-8db9-ab45469785d0,Secure attribute-based systems,journal,2010.0,"(Matthew, Pirretti)",Journal of Computer Security,799-837,18,107
9335,10.1080/00207540701255917,a3beb519-6e69-3418-88b9-b9d8a05eddda,Study on suppliers' flexibility in supply chains: Is real-time control necessary?,journal,2009.0,"(F. T S, Chan)",International Journal of Production Research,965-987,47,45
9336,10.1300/J049v14n04_04,4dbb8de3-7c4b-3133-943f-d9200780ab33,Toward a Stage Model of the International Franchise System Development,journal,2007.0,"(Julian Ming-Sung, Cheng)",Journal of Marketing Channels,65-83,14,4
9337,10.1080/14783360903246884,7aa354e6-0266-32bb-94fd-6fb0ebf1f66d,Is Six Sigma culture bound? A conceptual model and propositions for further inquiry,journal,2009.0,"(Michael J., Pisani)",Total Quality Management and Business Excellence,1123-1137,20,26
9338,10.1111/j.1540-5885.2012.00949.x,fce09534-1729-33d2-8ad6-a1d46531b6fe,Antecedents and contingent effects of organizational adaptive capability on firm product innovativeness,journal,2012.0,"(Ali E., Akgün)",Journal of Product Innovation Management,171-189,29,79
9339,10.1111/j.1540-5982.2009.01571.x,3ec5bc8f-3a04-330e-a4eb-fe7a8b0ed2be,Information technology and efficiency in trucking,journal,2010.0,"(Philippe, Barla)",Canadian Journal of Economics,254-279,43,11
9340,10.1049/iet-com:20060273,8b89ba00-45ca-3c9f-a0e7-9fff904e498f,Link stability and mobility in ad hoc wireless networks,journal,2007.0,"(M., Al-Akaidi)",IET Communications,173,1,8
9341,10.1007/s10257-008-0094-0,211aa40f-7b0b-3bbc-aaf7-378d471e7f47,Reconsidering the actual and future use of mobile services,conference_proceedings,2009.0,"(Harry, Bouwman)",Information Systems and e-Business Management,301-317,7,9
9342,10.1111/j.1467-8551.2008.00607.x,72703012-8e86-3325-803d-2b30b5fd2d58,Knowledge accession and knowledge acquisition in strategic alliances: The impact of supplementary and complementary dimensions,journal,2009.0,"(Peter J., Buckley)",British Journal of Management,598-609,20,83
9343,10.1080/00207540902810544,f5189d0b-709a-3d6c-a281-3919486c8dc6,Available-to-promise (ATP) systems: A classification and framework for analysis,journal,2010.0,"(Jose M., Framinan)",International Journal of Production Research,3079-3103,48,28
9344,10.1080/00207543.2010.528061,3abd55cf-3f2f-3c0c-a19f-13fbff783c17,Optimal production sequencing problem to minimise line stoppage time in a mixed-model assembly line,conference_proceedings,2011.0,"(Takayoshi, Tamura)",International Journal of Production Research,4299-4315,49,23
9345,10.1080/19368620903235795,83fdb1ea-6e6f-34f7-a962-5cdd32d99f84,Travelers’ intent to use mobile technologies as a function of effort and performance expectancy,journal,2009.0,"(Sujin, Oh)",Journal of Hospitality and Leisure Marketing,765-781,18,56
9346,10.1080/17517570802285959,a136f597-22b6-30cd-9381-418a2d24a1d0,A modelling approach to service-oriented architecture,journal,2008.0,"(Tao, Zhang)",Enterprise Information Systems,239-257,2,14
9347,10.1080/00207543.2013.794318,0e9ac97b-df26-35c4-a027-c6a2e59db65d,Uncertainty driven service cost estimation for decision support at the bidding stage,journal,2013.0,"(John Ahmet, Erkoyuncu)",International Journal of Production Research,5771-5788,51,40
9348,10.1061/(ASCE)CO.1943-7862.0000433,a0f9968c-ed25-3e2c-aec4-b5af153da017,Application Areas and Data Requirements for BIM-Enabled Facilities Management,journal,2012.0,"(Burcin, Becerik-Gerber)",Journal of Construction Engineering and Management,431-442,138,398
9349,10.1007/s00291-005-0030-3,c0ad21c8-643a-3568-a124-02374fe84a2b,A simulation-based heuristic solution procedure for analyzing human postural balance,journal,2006.0,"(Hong Seo, Ryoo)",OR Spectrum,399-415,28,3
9350,10.1007/s11235-009-9256-8,a18bc5ad-31d3-37c6-80e8-9f76a72b11ab,A distributed congestion and power control algorithm to achieve bounded average queuing delay in wireless networks,journal,2010.0,"(Behzad Mohammadi, Dogahe)",Telecommunication Systems,307-320,44,8
9351,10.1080/19368623.2013.723995,fa8942c0-1330-3081-962a-b9d213e0122e,Personality Differences and Hotel Web Design Study Using Targeted Positive and Negative Association Rule Mining,journal,2013.0,"(Rosanna, Leung)",Journal of Hospitality Marketing & Management,701-727,22,3
9352,10.1007/s11156-010-0177-0,e00b3ff4-60d5-3da0-9cf4-053dfb7f1fb9,"Model uncertainty, performance persistence and flows",journal,2011.0,"(Yee Cheng, Loon)",Accountability in Research,153-205,18,6
9353,10.1080/00207543.2015.1005769,c27712cd-c537-3aa7-af8b-8f6a60906358,A new two-dimensional performance measure in purchase order sizing,journal,2015.0,"(Stefan, Bock)",International Journal of Production Research,4951-4962,53,52
9354,10.1002/asi.20320,0cf3ac38-d7fb-3697-b861-58c3054048a0,Categorization-driven cross-language retrieval of medical information,journal,2006.0,"(Hermes R., Freitas)",Journal of the American Society for Information Science and Technology,501-510,57,14
9355,10.1007/s10100-010-0151-x,6bf34c28-28b1-3fde-99b5-2e6774a81f91,A new probabilistic approach to the path criticality in stochastic PERT,journal,2011.0,"(Davaadorjin, Monhor)",Central European Journal of Operations Research,615-633,19,9
9356,10.1145/1323688.1323715,71a276da-6969-3720-9334-53381d2087df,Training future software developers to acquire agile development skills,journal,2007.0,"(Chuan-Hoo, Tan)",Communications of the ACM,97,50,19
9357,10.1287/isre.1110.0358,19104d5d-a772-396a-bd90-9d4a553f1191,Lock-in strategy in software competition: Open-source software vs. Proprietary software,journal,2012.0,"(Kevin Xiaoguo, Zhu)",Information Systems Research,536-545,23,110
9358,10.3233/JHS-140490,c611e3ab-7ff2-383b-af02-bfa3051b90b9,Efficient source mobility support in content-centric networking,journal,2014.0,"(Jianqiang, Tang)",Journal of High Speed Networks,95-112,20,2
9359,10.1057/dbm.2011.11,5f1c5225-4877-3d9d-80a2-a5617448509e,In-memory analytics-strategies for real-time CRM,journal,2011.0,"(Olaf, Acker)",Journal of Database Marketing and Customer Strategy Management,129-136,18,8
9360,10.1007/s11002-011-9159-9,90d1bb72-d87d-3849-b207-39ffd95fe900,Regret and performance uncertainty in consumer repeat choice,journal,2012.0,"(Rong, Chen)",Marketing Letters,353-365,23,17
9361,10.1080/00207540500446394,16f6d524-bbb3-3596-ba59-6b0b518dbaa6,Bicriteria scheduling in a two-machine permutation flowshop,journal,2006.0,"(B. M.T., Lin)",International Journal of Production Research,2299-2312,44,3
9362,10.1080/0951192X.2013.834474,e45e9179-d862-3b19-b557-8d9f91b7435c,A new decision support method for the selection of RP process: Knowledge value measuring,journal,2014.0,"(Yicha, Zhang)",International Journal of Computer Integrated Manufacturing,747-758,27,25
9363,10.1007/s11235-009-9163-z,a602753b-92de-3835-906e-e5ea22de3239,A comparative performance analysis on Hierarchical Mobile IPv6 and Proxy Mobile IPv6,journal,2009.0,"(Jong-Hyouk, Lee)",Telecommunication Systems,279-292,41,13
9364,10.1002/asi.21401,5811e085-2b46-35f4-a40f-e26fbc728482,A comparative study of Flickr tags and index terms in a general image collection,journal,2010.0,"(Abebe, Rorissa)",Journal of the American Society for Information Science and Technology,2230-2242,61,43
9365,10.1007/s10551-014-2060-8,7e2872fd-fde5-3fd4-8f9c-5df386025ca3,Academic Integrity in the Information Age: Virtues of Respect and Responsibility,journal,2015.0,"(Tracy S., Manly)",Journal of Business Ethics,579-590,127,36
9366,10.1177/1471082X1001100503,bedf36e7-ca12-3bd9-9ee1-64053d641fde,Discrete-time survival trees and forests with time-varying covariates: Application to bankruptcy data,journal,2011.0,"(Imad, Bou-Hamad)",Statistical Modelling,429-446,11,17
9367,10.1080/17517575.2012.759279,b8308f66-d75b-3681-86d8-c67be0946bf3,Acquisition of business intelligence from human experience in route planning,journal,2015.0,"(Gema Bello, Orgaz)",Enterprise Information Systems,303-323,9,21
9368,10.1080/00207543.2011.558129,ba5a0922-6ea7-3fd7-9f14-3c1ba8c04015,A Decision-Information-Synchronisation perspective on the performance of FMS,generic,2012.0,"(Felix T.S., Chan)",International Journal of Production Research,1203-1213,50,7
9369,10.1002/sd.470,85ccc42b-27fa-3b11-894d-f5c81809ae64,Sustainable development: A role for market information systems for non-timber forest products,journal,2012.0,"(Manmohan, Yadav)",Sustainable Development,128-140,20,17
9370,10.1109/MS.2010.26,a2e4d27a-ab18-3fae-a9cf-c87a80757f49,Managing first impressions of new open source software projects,journal,2010.0,"(Namjoo, Choi)",IEEE Software,73-77,27,4
9371,10.1287/isre.1100.0289,bd6b061a-0637-3bb4-aa3d-08af8ee263c1,Protecting privacy against record linkage disclosure: A bounded swapping approach for numeric data,journal,2011.0,"(Xiao Bai, Li)",Information Systems Research,774-789,22,41
9372,10.1287/ijoc.1060.0201,ef631a4d-d0d2-3a20-ab71-ffd18b6215cc,Very large-scale neighborhood search for the quadratic assignment problem,journal,2007.0,"(Ravindra K., Ahuja)",INFORMS Journal on Computing,646-657,19,1
9373,10.1145/2240236.2240254,1d9e30a7-fb0d-3935-ae58-fda881bbd556,OpenFlow,journal,2012.0,"(Thomas A., Limoncelli)",Communications of the ACM,42,55,6
9374,10.7903/ijecs.1110,09e6a979-d761-3f41-8edd-bb4fcf597448,Securing virtual enterprises: Requirements and architectural choices,journal,2013.0,"(Paolo, Spagnoletti)",International Journal of Electronic Commerce Studies,327-336,4,9
9375,10.1007/s10726-014-9410-x,ae3c0152-e8fd-3de4-a91d-6985221fa2b6,Is Trust Always Better than Distrust? The Potential Value of Distrust in Newer Virtual Teams Engaged in Short-Term Decision-Making,journal,2015.0,"(Paul Benjamin, Lowry)",Group Decision and Negotiation,723-752,24,77
9376,10.1007/s10551-008-9909-7,0ad72053-27bc-3e01-ab29-a3f135bbcc4d,Does one size fit all? Examining the differential effects of IS security countermeasures,journal,2009.0,"(John, D'Arcy)",Journal of Business Ethics,59-71,89,90
9377,10.1111/j.1475-3995.2012.00843.x,8a834901-a0a5-33e7-affd-1b6ec56a2c96,Optimizing location and size of rural schools in Chile,journal,2012.0,"(Fernando, Araya)",International Transactions in Operational Research,695-710,19,22
9378,10.1287/isre.1120.0463,fd6261e2-157f-38b7-9b9c-5d85f0a14935,Engineering optimal network effects via social media features and seeding in markets for digital goods and services,journal,2013.0,"(Yifan, Dou)",Information Systems Research,164-185,24,139
9379,10.1080/00207540801939022,0ae2537f-eaab-303a-a296-f9fdded08d6b,A new method for the placement of buffers in serial production lines,journal,2009.0,"(Hector A., Vergara)",International Journal of Production Research,4437-4456,47,12
9380,10.1080/10580530802151202,4dea3e3a-65ea-33f7-8b14-6fc3ec092ef1,Allocation information and operational strategies,journal,2008.0,"(Sylvia Hsingwen, Hsu)",Information Systems Management,258-265,25,9
9381,10.1080/09640568.2011.627422,6784d452-7a5c-3f0e-a805-05f0773349fe,From the motorways of the sea to the green corridors' carbon footprint: The case of a port in Spain,journal,2012.0,"(Adolfo, Carballo-Penela)",Journal of Environmental Planning and Management,765-782,55,35
9382,10.2501/IJMR-53-3-303-305,57f71bb3-a694-3af5-bae7-8849f5d9a193,Is neuroscience facilitating a new era of the hidden persuader?,journal,2011.0,"(Ian, Addie)",International Journal of Market Research,303-305,53,13
9383,10.1007/s10260-011-0174-z,f8d6a1f8-3920-3d6c-8ff2-5342863992ba,Nonproportional random effects modelling of a neonatal unit operational patient pathways,journal,2011.0,"(Shola, Adeyemi)",Statistical Methods and Applications,507-518,20,13
9384,10.1080/09585192.2011.588032,ea60d1b5-cfcc-3cf5-8538-3dfd87727c45,High-involvement information sharing practices: an international perspective,journal,2011.0,"(J. Bruce, Prince)",The International Journal of Human Resource Management,2485-2506,22,13
9385,10.1080/00207540600818310,39a69ad4-2c76-3c8f-96ba-e92fe21b2ed6,Feature-based design for process planning of the forging process,journal,2008.0,"(D. Kingsly Jeba, Singh)",International Journal of Production Research,675-701,46,3
9386,10.3233/JCS-2009-0322,2fc9a3cd-345c-3b96-9e50-2f7ab29ed215,Address-space layout randomization using code islands,journal,2009.0,"(Haizhi, Xu)",Journal of Computer Security,331-362,17,7
9387,10.1287/isre.1110.0360,523c6481-cb9e-3684-a103-b0fae70bb159,"Blog, Blogger, and the firm: Can negative employee posts lead to positive outcomes?",journal,2012.0,"(Rohit, Aggarwal)",Information Systems Research,306-322,23,90
9388,10.1111/j.1365-2575.2011.00369.x,db0c3408-0ddc-341b-8373-9c5946584f05,"Artificial immune systems for the detection of credit card fraud: An architecture, prototype and preliminary results",journal,2012.0,"(Nicholas, Wong)",Information Systems Journal,53-76,22,48
9389,10.1080/10580530.2015.1018774,c8dd95cf-a4da-3af5-be4a-9878dd138d8f,"A Study of Online Portal Users’ Loyalty From Core Service, Additional Value-added Service and Switching Barriers Perspectives",journal,2015.0,"(Dan J., Kim)",Information Systems Management,136-152,32,19
9390,10.3233/IFS-141340,2314c1b8-7ae1-3f24-9c44-232c436be759,The consistency measures of multi-granularity linguistic group decision making,journal,2015.0,"(Cai, Mei)",Journal of Intelligent and Fuzzy Systems,609-618,29,1
9391,10.1258/hsmr.2010.010011,53e97f66-a28e-3353-b1bc-464dcd8f4a8b,"The effect on patient loyalty of service quality, patient visit experience and perceived switching costs: Lessons from one Taiwan university hospital",journal,2011.0,"(Hsiu Ling, Wang)",Health Services Management Research,29-36,24,16
9392,10.1080/10580530.2012.716990,53011e8f-7128-318d-abf6-50a7226c80fa,A Multi-Method Evaluation of Different Models of Structured Electronic Consultation on Government Policies,journal,2012.0,"(Euripidis, Loukis)",Information Systems Management,284-294,29,137
9393,10.1080/01944360802140835,d8149d02-cd8f-3395-a7c3-2664ef1e0ce3,Planning for the rebuilding of New Orleans,journal,2008.0,"(Robert B., Olshansky)",Journal of the American Planning Association,273-287,74,72
9394,10.1080/09511920500081304,4a04a2d9-a642-32a5-ab7e-d4b5663aefd6,Cooperative planning in dynamic supply chains,conference_proceedings,2005.0,"(A. L., Azevedo)",International Journal of Computer Integrated Manufacturing,350-356,18,5
9395,10.1080/19368623.2010.508005,f30c916a-a8ec-3228-bfdc-05a375368047,The Impact of Virtual Worlds on Word-of-Mouth: Improving Social Networking and Servicescape in the Hospitality Industry,journal,2010.0,"(Jungsun, Kim)",Journal of Hospitality Marketing & Management,735-753,19,71
9396,10.1377/hlthaff.2014.0582,f1b58a04-410a-3768-a169-d97b94a38cf3,Patient-centered medical homes in Louisiana had minimal impact on medicaid population's use of acute care and costs,journal,2015.0,"(Evan S., Cole)",Health Affairs,87-94,34,33
9397,10.1111/deci.12029,d985c8bc-0490-34d2-8ca9-4d6de59964e7,Decision support system of truck routing and refueling: A dual-objective approach,journal,2013.0,"(Yoshinori, Suzuki)",Decision Sciences,817-842,44,14
9398,10.3233/IP-2009-0166,727a61d0-f1ce-3267-b5b8-81f4ce717f6f,Regional telecommunication incident coordination: Sharing information for rapid response,journal,2009.0,"(Donna S., Canestraro)",Information Polity,113-126,14,140
9399,10.1002/asi.21415,5d597af3-75cb-3e94-8ee2-7f74d3670aa7,The effect of folder structure on personal file navigation,journal,2010.0,"(Ofer, Bergman)",Journal of the American Society for Information Science and Technology,2426-2441,61,60
9400,10.1080/09613218.2013.804764,5efa1d52-63e6-378e-a704-b1adfa9d096c,Water-energy nexus: Retrofitting urban areas to achieve zero pollution,journal,2013.0,"(Vladimir, Novotny)",Building Research and Information,589-604,41,77
9401,10.1080/14719030701763161,b7490dc0-39ce-35c0-87de-0f777fffcddb,Innovations in governance,journal,2008.0,"(Mark, Moore)",Public Management Review,3-20,10,255
9402,10.15208/beh.2014.20,e00f50a6-d58d-337d-b0f0-7796224de129,Does the professional activity of older workers contribute to youth unemployment? A cross-section study of European countries,journal,2014.0,"(Filip, Chybalski)",Business and Economic Horizons,238-245,10,3
9403,10.1080/00207217.2014.938255,2d910034-7072-3fb8-b7d3-3c3512fc2a49,Lightweight and scalable secure communication in VANET,journal,2015.0,"(Xiaoling, Zhu)",International Journal of Electronics,765-780,102,3
9404,10.1111/j.1541-0072.2008.00287.x,0743bd8c-a961-3330-9ed2-a93987c70045,Expert-based information and policy subsystems: A review and synthesis,generic,2008.0,"(Christopher M., Weible)",Policy Studies Journal,615-635,36,172
9405,10.1111/poms.12072,fa0a4ff0-531e-32ab-a429-02f3f72841cf,"Analysis and management of periodic review, order-Up-To level inventory systems with order crossover",journal,2014.0,"(Diane P., Bischak)",Production and Operations Management,762-772,23,37
9406,10.1111/j.1536-7150.2005.00378.x,b0c1a2f6-0389-330c-9c0f-864c224d8fae,The effectiveness of legislation controlling gun usage a holistic measure of gun control legislation,journal,2005.0,"(Ik Whan G., Kwon)",American Journal of Economics and Sociology,533-547,64,23
9407,10.1145/2330667.2330685,01ad562f-444d-3e23-8144-37488f9ad379,Success factors for deploying cloud computing,journal,2012.0,"(Gary, Garrison)",Communications of the ACM,62,55,350
9408,10.1080/0144929X.2013.815275,38d2163d-2674-3473-9b62-bcd86dd9b112,An application framework for developing collaborative handheld decision-making tools,journal,2014.0,"(Pedro, Antunes)",Behaviour and Information Technology,470-485,33,23
9409,10.1007/s10257-008-0083-3,6addf081-9ab6-38ab-876f-29488fc41d77,Extending UN/CEFACT's modeling methodology by a UML profile for local choreographies,journal,2009.0,"(Birgit, Hofreiter)",Information Systems and e-Business Management,251-271,7,14
9410,10.1287/orsc.1100.0586,c5815f08-73c7-37d7-8d1a-c86d91b27c40,Including the “I” in Virtuality and Modern Job Design: Extending the Job Characteristics Model to Include the Moderating Effect of Individual Experiences of Electronic Dependence and Copresence,journal,2011.0,"(Cristina B., Gibson)",Organization Science,1481-1499,22,117
9411,10.1007/s11235-011-9640-z,2a4af056-4a94-303b-abb5-5b9a9baa4be7,Forming priority based and energy balanced ZigBee networks - A pricing approach,journal,2013.0,"(Jun, Wang)",Telecommunication Systems,1281-1292,52,6
9412,10.1080/10580530.2015.1018770,4066def2-dbee-3f42-bbf1-faed5c237489,A Role-based Typology of Information Technology: Model Development and Assessment,journal,2015.0,"(Fardad, Zand)",Information Systems Management,119-135,32,20
9413,10.1007/s10845-011-0581-x,4a437b49-6179-31fb-85d9-0a80739e270b,Integrated inventory and transportation decision for ubiquitous supply chain management,journal,2012.0,"(Ki Sung, Hong)",Journal of Intelligent Manufacturing,977-988,23,16
9414,10.1007/s11146-012-9400-1,6523d654-0319-33a7-abcf-417501aff605,Pathways After Default: What Happens to Distressed Mortgage Borrowers and Their Homes?,journal,2014.0,"(Sewin, Chan)",Journal of Real Estate Finance and Economics,342-379,48,22
9415,10.1080/00076790701785664,1d9c5b4f-d894-3c40-859d-ff8cb31ae875,Quality control: The origins of the Australian Consumers' Association,journal,2008.0,"(Amanda, McLeod)",Business History,79-98,50,6
9416,10.1080/13600860701701587,3a84b6c2-877c-3c67-987f-95a62fc9d3e4,Anomalies in Internet Law,journal,2007.0,"(Pieter, Kleve)",Informatica,305-314,,2
9417,10.1049/iet-gtd.2008.0328,7b6fdada-156c-30ec-bbc2-d265f7942cf1,Self-adaptive radial basis function neural network for short-term electricity price forecasting,journal,2009.0,"(K., Meng)","IET Generation, Transmission & Distribution",325,3,22
9418,10.3233/GOV-2011-0275,b0e46f17-eb72-384f-a238-9d041e3801dc,Korea E-Government Best Practices,journal,2011.0,"(Special, Report)",,187-190,34,4
9419,10.1111/coin.12026,f9c4ffdb-ccde-3729-ab37-370b5f994a2c,A super-agent-based framework for reputation management and community formation in decentralized systems,journal,2014.0,"(Yao, Wang)",Computational Intelligence,722-751,30,4
9420,10.1002/pam.20567,f0458f0b-f0b2-397c-b5d4-12392a8c1b4f,Do data breach disclosure laws reduce identity theft?,journal,2011.0,"(Sasha, Romanosky)",Journal of Policy Analysis and Management,256-286,30,91
9421,10.1080/14719030903318954,3a1a0329-46d3-3952-8a0a-601d83af8442,The impact of introducing an erp system on organizational processes and individual employees of an italian regional government organization,journal,2009.0,"(Alessandro, Spano)",Public Management Review,791-809,11,34
9422,10.1007/s10660-013-9121-4,3a84fb02-0015-3f3f-9723-75cb321304d0,Threat modeling of a mobile device management system for secure smart work,journal,2013.0,"(Keunwoo, Rhee)",Electronic Commerce Research,243-256,13,32
9423,10.1061/(ASCE)CO.1943-7862.0000239,4d419cea-bc39-3bc7-9feb-16aaa43162ec,Computerized DSS for Construction Conflict Resolution under Uncertainty,journal,2010.0,"(Moustafa, Kassab)",Journal of Construction Engineering and Management,1249-1257,136,41
9424,10.1007/s11257-012-9135-y,743523d8-964e-3fb9-b6b8-b0018031281c,Comparing context-aware recommender systems in terms of accuracy and diversity,journal,2014.0,"(Umberto, Panniello)",User Modeling and User-Adapted Interaction,35-65,24,110
9425,10.1080/09613218.2014.832103,f682dc40-1764-3297-bf51-09aaf755208c,Performance benchmarks for non-domestic buildings: Towards user perception benchmarks,journal,2014.0,"(Clare, Dykes)",Building Research and Information,62-71,42,32
9426,10.3846/1648715X.2012.722567,dd1022a3-46cd-36d4-b327-5aaec688af06,A method of multi-attribute assessment using ideal alternative: choosing an apartment with optimal indoor environment,journal,2012.0,"(Darius, Kalibatas)",International Journal of Strategic Property Management,338-353,16,15
9427,10.1080/00207543.2011.636078,41435457-3ded-3395-a4a2-0513f3f2d2cf,"A highly optimised tolerance-based approach for multi-stage, multi-product supply chain network design",journal,2012.0,"(Anurag, Tiwari)",International Journal of Production Research,5430-5444,50,30
9428,10.1287/msom.1120.0414,7e1bf5bc-3d28-3d2e-ac00-b8a07014fa0c,Efficient Distribution of Water Between Head-Reach and Tail-End Farms in Developing Countries,journal,2013.0,"(Milind, Dawande)",Manufacturing & Service Operations Management,221-238,15,15
9429,10.1080/10580530701777180,81df7b86-5607-3e8d-b569-3205a553e08a,Big questions and operational decisions,journal,2008.0,"(Paul, Gray)",Information Systems Management,93-97,25,4
9430,10.3233/ISU-2011-0627,3dc9d46a-e560-3399-829b-cbbe4124e357,Semantic MEDLINE: An advanced information management application for biomedicine,conference_proceedings,2011.0,"(Thomas C., Rindflesch)",Information Services and Use,15-21,31,42
